Counter	Image	class label	Myr	Viewpoint	# Bulges	Sep	Flux Ratio	Gini	M20	C	A	S	Sersic n	A_s
0	q0.1_fg0.3_BT0.2_allrx10_sunruns/hires_kin_early_cen1/broadband_005.fits	1	0.05	0	1	0	0	0.5219352848788013	-1.914376819445321	3.0104443287685365	-0.036270784468787794	-0.02605827047288262	1.5142	0.13947517260646355
1	q0.1_fg0.3_BT0.2_allrx10_sunruns/hires_kin_early_cen1/broadband_040.fits	1	0.39	0	1	0	0	0.48240587602485024	-1.8803284127381188	2.879875114449815	-0.014687974130847742	0.004786539196406126	1.3635	0.05707155415884399
2	q0.1_fg0.3_BT0.2_allrx10_sunruns/hires_kin_early_cen1/broadband_060.fits	1	0.59	0	1	0	0	0.486608259484408	-1.8255335803311632	2.901744218647303	0.054974082424464485	0.03701500641697288	1.1279	0.3343723466284707
3	q0.1_fg0.3_BT0.2_allrx10_sunruns/hires_kin_early_cen1/broadband_100.fits	1	0.98	0	1	0	0	0.5030656933705021	-1.863145505864053	2.854835326235846	0.04157731858857783	0.0468908985973348	1.2799	0.12546837488127363
4	q0.1_fg0.3_BT0.2_allrx10_sunruns/hires_kin_early_cen1/broadband_200.fits	1	1.96	0	1	0	0	0.5425087875748231	-1.9007815542898536	2.9269260048502996	0.054211713184642095	-0.004160988307877667	1.4017	0.1802521381995794
5	q0.1_fg0.3_BT0.2_allrx10_sunruns/hires_kin_early_cen1/broadband_300.fits	1	2.93	0	1	0	0	0.5065387598377535	-1.9114168507656024	2.9200248021107074	-0.03804927440493203	-0.018016796620515536	1.5734	0.14827129881666323
6	q0.1_fg0.3_BT0.2_allrx10_sunruns/hires_kin_early_cen1/broadband_400.fits	1	3.91	0	1	0	0	0.513421053917569	-1.948847632106294	2.930596523131177	-0.06584991925312542	-0.06566159483188742	1.8917	0.15681653266713536
7	q0.1_fg0.3_BT0.2_allrx10_sunruns/hires_kin_early_cen1/broadband_410.fits	1	4.01	0	1	0	0	0.5175193630810802	-1.9575893548886436	2.9849632595066957	-0.08516620711470232	-0.06905707007368989	1.9249	0.11391000293704824
8	q0.1_fg0.3_BT0.2_allrx10_sunruns/hires_kin_early_cen1/broadband_420.fits	1	4.11	0	1	0	0	0.5335350762003672	-1.6001436534978322	3.036435237480648	-0.02697455748136598	-0.07540109837608873	2.1816	0.2409064587600078
9	q0.1_fg0.3_BT0.2_allrx10_sunruns/hires_kin/broadband_600.fits	1	5.85	0	1	0	0	0.5417159568687003	-2.0145021087778376	3.212155640850423	-0.11930131416967053	-0.17585856697682598	3.2184	0.14584697756503343
10	q0.1_fg0.3_BT0.2_allrx10_sunruns/hires_kin/broadband_640.fits	1	6.24	0	1	0	0	0.5277331461069859	-2.1034929952694505	3.1865451475693463	-0.10076882174593303	-0.2408747026409123	3.3795	0.23528463465757446
11	q0.1_fg0.3_BT0.2_allrx10_sunruns/hires_kin/broadband_700.fits	1	6.83	0	1	0	0	0.5349373398534957	-2.1244069648548054	3.2839574429062313	-0.015857754950678114	-0.2527897229573145	3.6669	0.30655275128349396
12	q0.1_fg0.3_BT0.2_allrx10_sunruns/hires_kin/broadband_800.fits	1	7.8	0	2	5.293003093209216	32.79442344321347	0.5251851122163188	-1.946089149953123	3.2103232489641833	-0.07449814895099169	-0.23324207409280054	3.5888	0.19557217459636364
13	q0.1_fg0.3_BT0.2_allrx10_sunruns/hires_kin/broadband_840.fits	1	8.19	0	1	0	0	0.5196845541664759	-2.0011588897211348	3.2177264453282284	-0.014276663068819147	-0.18571148791330866	3.5994	0.46590628028159586
14	q0.1_fg0.3_BT0.2_allrx10_sunruns/hires_kin/broadband_900.fits	1	8.78	0	1	0	0	0.5230576222221535	-2.1491468622650287	3.3080204421307164	-0.11040352293290853	-0.2769710016292754	3.9993	0.5331275289702374
